employee_name,user,anomaly_score,risk_score,risk_level,is_anomaly
Bethany Stephanie Haynes,BSH0445,0.17910942438465693,3.91,Low,False
Kennedy Shad Parker,KSP0357,0.06428731489236833,33.36,Medium,False
Nigel Gareth Ochoa,NGO0690,0.15888320607407647,9.1,Low,False
Vincent Craig Cunningham,VCC0396,0.060573642247378046,34.31,Medium,False
Wesley Dustin Dickerson,WDD0366,0.0057706424848453786,48.36,Medium,False
Kai Penelope Peck,KPP0452,0.144029483973606,12.91,Low,False
Raymond Tate Osborne,RTO0313,0.11345273906921094,20.75,Low,False
Ariel Bertha Murphy,ABM0845,0.14630683567898733,12.33,Low,False
Vance Ira Alston,VIA0063,-0.03213070143897023,58.08,High,True
Benjamin Ignatius Hooper,BIH0745,0.10051120840617778,24.07,Low,False
Clinton Coby Wolfe,CCW0031,0.16108763406512738,8.54,Low,False
Illana Yvette Bradshaw,IYB0918,0.17368987270595743,5.3,Low,False
Orla Ruth Mckenzie,ORM0669,0.1706109786332698,6.09,Low,False
Mikayla Jaden Barron,MJB0588,0.15458300540076003,10.2,Low,False
Arthur Lucian Bonner,ALB0892,0.16318690263838165,8.0,Low,False
Leah Idola Moran,LIM0674,0.09357913558721609,25.85,Medium,False
Lacota Helen Nash,LHN0151,0.15587979105709288,9.87,Low,False
William Theodore Reeves,WTR0563,0.16928341302979638,6.43,Low,False
MacKenzie Kristen Stewart,MKS0204,0.17791351889869594,4.22,Low,False
Armando Albert Walter,AAW0353,0.16788115806639625,6.79,Low,False
Willow Jaime Daniel,WJD0576,0.17659143708999003,4.56,Low,False
Irene Lacota Huffman,ILH0958,0.07531921024955257,30.53,Medium,False
Tallulah Liberty Kirby,TLK0993,0.17546048586761415,4.85,Low,False
William Aladdin Bennett,WAB0143,0.16720502722698205,6.97,Low,False
Rashad Aristotle Guerrero,RAG0275,0.18487229485363293,2.44,Low,False
Leilani Quail Callahan,LQC0479,0.11721196801501943,19.79,Low,False
Kai Wynne Craft,KWC0004,0.05742182071240898,35.12,Medium,False
Cora Jane Kinney,CJK0200,0.18562378863085044,2.24,Low,False
Flynn Edward Brennan,FEB0306,0.11566007389165289,20.18,Low,False
Indira Jocelyn Mack,IJM0776,0.11118896879198287,21.33,Low,False
Nicolas Kadeem Hayden,NKH0807,0.17334301078519715,5.39,Low,False
Jade Maris Coleman,JMC0925,0.1273835573514216,17.18,Low,False
Stephanie Briar Harrington,SBH0537,0.084751362723688,28.11,Medium,False
Julie Jaime Burns,JJB0700,0.15558238365536442,9.95,Low,False
Amaya Iola Sawyer,AIS0405,0.16415615244087683,7.75,Low,False
Hilda Alice Hahn,HAH0760,0.10378854241506774,23.23,Low,False
Aladdin Hu Day,AHD0848,0.09427898865662898,25.67,Medium,False
Lila Dana Mcintyre,LDM0587,0.1632824402100676,7.97,Low,False
Armand Jasper Nicholson,AJN0607,0.03306457194614543,41.36,Medium,False
Bevis Brady Sheppard,BBS0039,0.0414415268771714,39.22,Medium,False
Emerald Imani Schmidt,EIS0041,-0.1416695225667678,86.17,Critical,True
Melodie Lee Glenn,MLG0475,0.16724226492081656,6.96,Low,False
Hadley Rhona Dillon,HRD0635,0.12060076805969544,18.92,Low,False
Ethan Perry Wiggins,EPW0434,0.17274622767349262,5.55,Low,False
Jena Audrey Malone,JAM0382,0.1776035874526083,4.3,Low,False
Noble Clinton Klein,NCK0295,0.17131945417760008,5.91,Low,False
Luke Jacob Talley,LJT0817,0.09053530407689148,26.63,Medium,False
Chandler Ashton Madden,CAM0102,0.18192368718949797,3.19,Low,False
Suki Ori Grant,SOG0411,0.16569833816119212,7.35,Low,False
Kameko Signe Harrison,KSH0569,0.14470610608004209,12.74,Low,False
Bruno Donovan Ingram,BDI0533,0.04294369718688795,38.83,Medium,False
Paula Madaline Jackson,PMJ0564,0.13757064875652597,14.57,Low,False
Hedda Grace Gordon,HGG0240,0.1810727165769629,3.41,Low,False
Mari Gretchen Shaw,MGS0974,0.11819338626367609,19.54,Low,False
Dominic Howard Mcconnell,DHM0937,0.1728587404892784,5.52,Low,False
Evelyn Nevada Curtis,ENC0234,0.1604729127926634,8.69,Low,False
Colin Evan Brown,CEB0210,0.1665201175887766,7.14,Low,False
Yvette Jeanette Vang,YJV0699,0.1556820126407687,9.92,Low,False
Brittany Mona Terry,BMT0528,0.09855668069088397,24.57,Low,False
Caleb Jonas Chang,CJC0494,0.14047995733013302,13.82,Low,False
Sean Omar Burgess,SOB0360,0.06792895996107595,32.42,Medium,False
Glenna Caryn Sharpe,GCS0571,0.1014774689678315,23.82,Low,False
Beck John Peters,BJP0134,-0.05450870371059646,63.82,High,True
Kirby Bo Pollard,KBP0008,-0.023587461308134494,55.89,High,True
Fitzgerald Len Merrill,FLM0213,0.14925772374255614,11.57,Low,False
Rhonda Rhona Parsons,RRP0568,0.09217511099624642,26.21,Medium,False
Maxwell Clark Faulkner,MCF0600,0.1052814703292222,22.85,Low,False
Shelly Audra Ayala,SAA0999,-0.04189221350698036,60.58,High,True
Teagan Hedy Romero,THR0873,-0.04983183683443482,62.62,High,True
Kimberley Roary Maldonado,KRM0541,0.17812790571183668,4.17,Low,False
Kenneth Steel Porter,KSP0966,0.17337513695824097,5.39,Low,False
Lionel Omar Fisher,LOF0311,0.14836893108075422,11.8,Low,False
Montana Basia Roberts,MBR0724,0.16925733547632554,6.44,Low,False
Felicia Sloane Cabrera,FSC0601,0.1012046676212669,23.89,Low,False
Medge Liberty Petersen,MLP0668,0.16124043160592583,8.5,Low,False
Charity Uta Daniels,CUD0795,0.1487296090351709,11.71,Low,False
Aurora Katell Rhodes,AKR0057,0.11613829259918984,20.06,Low,False
Guy Zeus Chandler,GZC0735,0.04943700121110839,37.17,Medium,False
Hadassah Leah Harris,HLH0512,0.1544047656905868,10.25,Low,False
Norman Jackson Beck,NJB0243,0.18429929060661776,2.58,Low,False
Gregory Curran Sutton,GCS0518,0.17533480362248322,4.88,Low,False
Nicole Macey Craig,NMC0486,0.1425296037163738,13.29,Low,False
Keegan Marvin Benson,KMB0922,0.10012759855165365,24.17,Low,False
Cecilia Freya Morgan,CFM0767,0.11935762335213956,19.24,Low,False
Holmes Arden Day,HAD0246,0.05278868334061848,36.31,Medium,False
Alexa Nadine Poole,ANP0555,0.1762215445393967,4.66,Low,False
Leslie Briar Fields,LBF0214,0.006570392090411659,48.16,Medium,False
Dacey Jorden Bowen,DJB0159,0.09312558062856374,25.96,Medium,False
Baxter William Price,BWP0202,0.11338793781186396,20.77,Low,False
Flavia Fiona Cannon,FFC0891,0.08630387993530492,27.71,Medium,False
Amal Judah Rich,AJR0932,0.1241087118040532,18.02,Low,False
Blair Deborah Vaughn,BDV0168,0.13397574809256335,15.49,Low,False
Cassady Quincy Hampton,CQH0730,0.1389379684734916,14.22,Low,False
Jena Chanda Rollins,JCR0289,0.1810798499671844,3.41,Low,False
Addison Edward Snyder,AES0827,0.16441284251877347,7.68,Low,False
Sydnee Leilani Parsons,SLP0762,0.17029286312572622,6.18,Low,False
Cheyenne Lesley Dominguez,CLD0894,0.16063943710110695,8.65,Low,False
Leo Chaney Daugherty,LCD0622,0.14215903986887718,13.39,Low,False
Caleb Mason Ball,CMB0912,0.05263260202293185,36.35,Medium,False
Zenia Kiona Stevenson,ZKS0899,-0.05308371370244247,63.45,High,True
James Cain Vargas,JCV0245,0.19437729431085726,0.0,Low,False
Ali Murphy Hurley,AMH0794,0.18537868772684662,2.31,Low,False
Francis Kane Buckner,FKB0163,0.17467059170351368,5.05,Low,False
Amena Karyn Christian,AKC0924,0.18604369000456766,2.14,Low,False
Ivory Leandra Rogers,ILR0304,0.16656688139919795,7.13,Low,False
Arthur John Floyd,AJF0370,-0.19560695844399012,100.0,Critical,True
Octavius Kelly Castaneda,OKC0107,0.173113419566094,5.45,Low,False
Oren Clinton Sharpe,OCS0865,0.033062585806477696,41.36,Medium,False
Urielle Jane Carter,UJC0737,0.12714557438149748,17.24,Low,False
Marshall Benjamin Wilcox,MBW0809,0.11110504650747594,21.35,Low,False
Martina Cassandra Fields,MCF0327,0.1508641083418285,11.16,Low,False
Sylvester Guy Sanders,SGS0268,0.17731669882236084,4.37,Low,False
Brian Nathaniel Greer,BNG0237,0.15119701392623708,11.07,Low,False
Olympia Shafira Harrison,OSH0655,0.16939664469220272,6.41,Low,False
Catherine Savannah Bullock,CSB0080,0.1714470301795588,5.88,Low,False
Ella Rachel Hess,ERH0449,0.1677192636003928,6.84,Low,False
Eagan Gannon Koch,EGK0893,0.16246663267196348,8.18,Low,False
Maggy Melissa Burt,MMB0488,0.1487688340974586,11.69,Low,False
Abel Adam Morton,AAM0658,0.13022814909086328,16.45,Low,False
Eliana Stephanie Albert,ESA0642,0.17164425896538787,5.83,Low,False
Chandler Raymond Kirk,CRK0916,0.17491510653327103,4.99,Low,False
Bruno Beau Hoover,BBH0810,0.17214184391708626,5.7,Low,False
Jessica Rachel Freeman,JRF0835,0.15717541290605014,9.54,Low,False
Sloane Jade Cochran,SJC0333,0.16159163729575687,8.41,Low,False
Halla Cathleen Simmons,HCS0003,-0.09385835254233199,73.91,High,True
Edan Marsden Briggs,EMB0531,0.17076614375210442,6.05,Low,False
Jane Ignacia Mcdonald,JIM0095,0.15621545694155703,9.79,Low,False
Kay Janna Snider,KJS0618,0.13644877000380579,14.85,Low,False
Eaton Burton Crane,EBC0390,0.18915874965243312,1.34,Low,False
Willa Giselle Stanton,WGS0516,0.16649656147446668,7.15,Low,False
Nissim Gil French,NGF0157,0.11262662919425687,20.96,Low,False
Katell Amethyst Thornton,KAT0489,0.12497781041451622,17.8,Low,False
Cora Clementine Higgins,CCH0685,0.15526069872725667,10.03,Low,False
Doris Mona Michael,DMM0623,0.12207219826763421,18.54,Low,False
Sylvia Ariana Head,SAH0599,0.15085200790284037,11.16,Low,False
Connor Phelan Guerra,CPG0322,0.06894248067113512,32.16,Medium,False
Orson Barrett Houston,OBH0499,-0.06411336639627774,66.28,High,True
Sage Nichole Savage,SNS0129,0.16917369968890966,6.46,Low,False
Philip Keith Barron,PKB0429,0.18242065934439783,3.07,Low,False
Nicole Aurelia Hanson,NAH0503,0.06767921648993791,32.49,Medium,False
Felicia Rhona Butler,FRB0023,0.10459485745753766,23.02,Low,False
Amir Hayden Gray,AHG0634,0.1589099893826591,9.09,Low,False
Chadwick Wayne Bond,CWB0065,0.13228168736195578,15.92,Low,False
Aurora Tatiana Payne,ATP0662,0.020276926303434695,44.64,Medium,False
Dalton Perry Mejia,DPM0423,0.07684052498691946,30.14,Medium,False
Walter Kaseem Foley,WKF0012,0.1147116667100615,20.43,Low,False
Jarrod Malik Burris,JMB0308,0.13206935494474048,15.98,Low,False
Amity Kendall Foley,AKF0709,0.1769652579753317,4.46,Low,False
Jermaine Mannix Hansen,JMH0543,0.1547202329491777,10.17,Low,False
Camille Julie Freeman,CJF0802,0.14633422487962777,12.32,Low,False
Ignatius Reese Morton,IRM0931,0.04042619336304809,39.48,Medium,False
Fulton Quinn Avery,FQA0854,0.15100908235087107,11.12,Low,False
Cecilia Yuri Ashley,CYA0506,0.12882264961512196,16.81,Low,False
Gay Ria Cantu,GRC0145,0.15277512799075033,10.67,Low,False
Benjamin Lewis Sweeney,BLS0678,0.13268105691218574,15.82,Low,False
Harlan Jason Benjamin,HJB0742,0.14008947350771678,13.92,Low,False
Kimberley Kiona Sosa,KKS0119,0.10094538497142991,23.96,Low,False
Raymond Arsenio Blackwell,RAB0589,0.1103739319602331,21.54,Low,False
Demetrius Barry Bullock,DBB0384,-0.014995189420573873,53.69,High,True
Teagan Raven Kennedy,TRK0914,0.17390149214630013,5.25,Low,False
Blossom Scarlett Aguirre,BSA0431,0.1722718218310968,5.67,Low,False
Rachel Hermione Le,RHL0992,0.1024908708818334,23.56,Low,False
Caldwell Ian Maxwell,CIM0926,0.16799425139213225,6.77,Low,False
Cassidy Florence Gibbs,CFG0959,0.13404530425950306,15.47,Low,False
Vera Mollie Jenkins,VMJ0147,0.11744608404390577,19.73,Low,False
Sawyer Abel Turner,SAT0194,0.15381172624027661,10.4,Low,False
Harper Basil Obrien,HBO0413,0.07850506321618111,29.71,Medium,False
Declan Zachery Caldwell,DZC0228,0.18253181397864487,3.04,Low,False
Theodore Eagan Bass,TEB0251,0.1498263764617071,11.42,Low,False
Maryam Nelle Ruiz,MNR0829,0.16975629725409508,6.31,Low,False
Daryl Ocean Patel,DOP0562,0.18389351226022782,2.69,Low,False
Uriel Axel Diaz,UAD0771,0.09674711997486085,25.03,Medium,False
Ayanna Leandra Dunlap,ALD0544,0.15478210805167308,10.15,Low,False
Lysandra Chastity Brennan,LCB0664,0.006563185518274284,48.16,Medium,False
Hyacinth Clare Lindsay,HCL0113,0.17990418414621778,3.71,Low,False
Tamara Shaeleigh Best,TSB0437,0.17531964061701394,4.89,Low,False
Elton Zeus Horton,EZH0736,0.16227833083957738,8.23,Low,False
Josiah Chester Gray,JCG0316,0.05790741015352563,34.99,Medium,False
Malcolm Sebastian Garrison,MSG0839,0.17453458703345032,5.09,Low,False
Lionel Jasper Johnston,LJJ0905,0.16564368505108967,7.37,Low,False
Hall Colorado Morin,HCM0267,-0.022143937822470816,55.52,High,True
Malachi Thor Butler,MTB0620,0.026492445756837846,43.05,Medium,False
Clayton Clark Humphrey,CCH0182,0.16618460633309123,7.23,Low,False
Cole Aaron Mcfarland,CAM0681,0.10732273317010876,22.32,Low,False
Lyle Brady Hayes,LBH0942,-0.06607556556997662,66.79,High,True
Cedric Alexander Bowers,CAB0388,0.17445547160508673,5.11,Low,False
William Graham Rowe,WGR0833,0.14643976719701146,12.29,Low,False
Mohammad Taylor Terrell,MTT0901,0.08072917683385289,29.14,Medium,False
Gisela Quintessa Fischer,GQF0659,0.18536314016628697,2.31,Low,False
Callum Scott Parrish,CSP0197,0.1445028709265393,12.79,Low,False
Octavia May Maddox,OMM0944,0.16203654498129905,8.29,Low,False
Irma Melanie Patrick,IMP0530,0.16523160860007657,7.47,Low,False
Owen Ross Burks,ORB0473,0.16111757185899872,8.53,Low,False
Jenette McKenzie Lynn,JML0909,0.15545084485517274,9.98,Low,False
Noble Devin Mack,NDM0417,0.07889720707268305,29.61,Medium,False
Ferdinand Rashad Lee,FRL0511,0.16324744824886084,7.98,Low,False
Lynn Adena Pratt,LAP0338,0.12405222820609502,18.03,Low,False
Harper Clark Vazquez,HCV0478,0.12278394724422081,18.36,Low,False
Kimberley Joy Anderson,KJA0152,0.15572527917589313,9.91,Low,False
Erasmus Cameron Franco,ECF0828,0.1400683014289527,13.93,Low,False
Buffy Vivien Nichols,BVN0514,0.13408955465829187,15.46,Low,False
Bruno Stewart Silva,BSS0463,0.17360976374408138,5.33,Low,False
Jonathan John Martinez,JJM0203,0.12883059881429465,16.81,Low,False
Adam Ishmael Mcdaniel,AIM0627,0.15074185362955222,11.19,Low,False
Rashad August Hatfield,RAH0440,0.16854708379787708,6.62,Low,False
Xenos Hayden Gallegos,XHG0902,0.1487939285510076,11.69,Low,False
Tobias Dakota Jacobs,TDJ0998,0.15958896698367436,8.92,Low,False
John Price Atkins,JPA0667,0.17350910362245497,5.35,Low,False
Elaine Hanna Raymond,EHR0096,0.16473585604735874,7.6,Low,False
Sharon Jemima Whitehead,SJW0451,0.1590766199390256,9.05,Low,False
Colton Nathan Barber,CNB0900,0.18078655200533267,3.48,Low,False
Ethan Arden Hays,EAH0466,0.06946152560944197,32.03,Medium,False
Curran Tarik Ayala,CTA0020,0.010695401995344911,47.1,Medium,False
Sandra Roary Solomon,SRS0231,0.1802446813858637,3.62,Low,False
Hadley Willa Hill,HWH0646,0.16593755723226333,7.29,Low,False
Halee Kim Burnett,HKB0418,0.1621717494822577,8.26,Low,False
Chanda Celeste Mosley,CCM0855,0.1557375569937901,9.91,Low,False
Shelley Eleanor Dawson,SED0886,0.1518795208052201,10.9,Low,False
Logan Branden Cherry,LBC0356,-0.010877475111869428,52.63,High,True
Chloe Keiko Holland,CKH0144,0.1736417660938398,5.32,Low,False
Melvin Brody Garza,MBG0438,0.16929066564463569,6.43,Low,False
Mohammad Vladimir Farrell,MVF0594,0.15575998504236788,9.9,Low,False
Alea Tana Ferrell,ATF0274,0.16500217904382725,7.53,Low,False
Kendall Thaddeus Glover,KTG0091,0.16942880414691397,6.4,Low,False
Alfonso Colin Cooley,ACC0042,0.004506256893486049,48.69,Medium,False
Arsenio Kato Wilder,AKW0167,0.17947026819801665,3.82,Low,False
Kirk Palmer Rosales,KPR0497,0.094448151608231,25.62,Medium,False
Amaya Britanni Newton,ABN0239,0.18025245735016726,3.62,Low,False
Colton Kaseem Bolton,CKB0482,0.1311399088661921,16.22,Low,False
Alfreda Morgan Holloway,AMH0464,0.15408066803697357,10.33,Low,False
Quinn Coby Hays,QCH0110,0.1780339878027672,4.19,Low,False
Sara Gail George,SGG0787,0.09870602100297249,24.53,Low,False
Sarah Imelda Juarez,SIJ0661,0.14596413293830768,12.41,Low,False
Byron Tyrone Williamson,BTW0005,-0.01873761546135211,54.65,High,True
Risa Laura Bolton,RLB0719,0.14558001269303128,12.51,Low,False
William Damian Oconnor,WDO0870,0.11236157411623915,21.03,Low,False
Kaden Chastity Briggs,KCB0815,0.16881140207042006,6.56,Low,False
Vincent Calvin Young,VCY0751,0.11311781564151058,20.84,Low,False
Brock Aladdin Joyce,BAJ0654,0.04117415393056656,39.28,Medium,False
Madonna Kristen Love,MKL0941,0.17560421126096487,4.81,Low,False
Elijah Gary Diaz,EGD0409,0.17289951167788525,5.51,Low,False
Dale Benjamin Sharpe,DBS0235,0.15367338402341674,10.44,Low,False
Jael Jennifer Hansen,JJH0613,0.027466390050380207,42.8,Medium,False
Ulric Ferdinand Knapp,UFK0208,0.1464924274444252,12.28,Low,False
Brent Laith Beck,BLB0114,0.13494837585077574,15.24,Low,False
Cheyenne Kay Dickerson,CKD0680,0.1668901464484316,7.05,Low,False
Myra Kay Greer,MKG0711,0.15089910122972244,11.15,Low,False
Edward Dean Anthony,EDA0684,0.13561169245285914,15.07,Low,False
Illana Isabelle Lamb,IIL0513,0.16488109501802534,7.56,Low,False
TaShya Savannah Mcgowan,TSM0363,0.01771476720394194,45.3,Medium,False
Price Bevis Pittman,PBP0002,0.16412882965704512,7.76,Low,False
Louis Hyatt Bruce,LHB0606,0.1453863856472597,12.56,Low,False
Guy Tad Daniel,GTD0898,0.17735285020251956,4.37,Low,False
Calvin Jarrod Hood,CJH0702,0.16013811621904656,8.78,Low,False
Desirae Mari Koch,DMK0257,0.10413514719710643,23.14,Low,False
Willow Iliana Quinn,WIQ0567,0.04277309613757041,38.87,Medium,False
Peter Tad Hartman,PTH0830,0.15274011948190575,10.68,Low,False
Nicholas Cade Owen,NCO0666,0.15525598621186493,10.03,Low,False
Maxwell Hammett Green,MHG0733,0.16379493012541324,7.84,Low,False
Robert Ali Webb,RAW0915,0.08782567751704562,27.32,Medium,False
Hillary Ainsley Mccormick,HAM0985,0.16376334817852217,7.85,Low,False
Serina Ariana Butler,SAB0781,0.12382981914905417,18.09,Low,False
Ira Benjamin Mays,IBM0671,0.12004636984754463,19.06,Low,False
Yasir Dexter Nelson,YDN0198,0.1262741438775301,17.46,Low,False
Grace Alma Fry,GAF0060,0.15669905184412053,9.66,Low,False
Alec Mannix Mcneil,AMM0014,0.09025443185002013,26.7,Medium,False
Aquila Mark Vega,AMV0036,0.15334658474707474,10.52,Low,False
Merritt Oliver Phelps,MOP0763,0.17381365855232273,5.27,Low,False
Callum Brendan Gonzalez,CBG0490,0.14117995343718565,13.64,Low,False
Cameron Noel Elliott,CNE0352,0.11570595059129801,20.17,Low,False
Gil Quincy Potter,GQP0743,0.12109083685599886,18.79,Low,False
Philip Travis Hartman,PTH0552,0.17232973363408177,5.65,Low,False
Garrison Levi Rollins,GLR0975,0.15003545169864696,11.37,Low,False
Gareth Thomas Dickson,GTD0219,-0.011421639484293311,52.77,High,True
Blossom Keiko Weiss,BKW0374,0.016787237614331207,45.54,Medium,False
Constance Audrey Hicks,CAH0936,0.10112801400711458,23.91,Low,False
Althea Ina Palmer,AIP0982,0.05516141992058643,35.7,Medium,False
Kennedy Robert Vega,KRV0372,0.008861616931796656,47.57,Medium,False
Ivor Amir Tucker,IAT0263,0.1636115633000393,7.89,Low,False
Jocelyn Brenna Daniels,JBD0616,0.002498845896588664,49.2,Medium,False
Roary Ursa Massey,RUM0880,0.048895155492931996,37.3,Medium,False
Declan Gareth Mclaughlin,DGM0754,0.12894862139637897,16.78,Low,False
Savannah Marcia Yang,SMY0792,0.11769511697262924,19.66,Low,False
Harrison Oscar Burke,HOB0994,0.17898245925115508,3.95,Low,False
Donovan Garth Nieves,DGN0480,0.15477679222130275,10.15,Low,False
Kirk Jakeem Joyce,KJJ0293,0.11961177547664004,19.17,Low,False
Justin Xerxes Hansen,JXH0493,0.16474059153822873,7.6,Low,False
Peter Gil Harrington,PGH0184,0.17017127199135162,6.21,Low,False
Josiah Preston Wall,JPW0741,0.15962329745316267,8.91,Low,False
Nichole Melodie Gilbert,NMG0766,0.16985178621799502,6.29,Low,False
Heidi Mia Wilson,HMW0713,0.16767674696451473,6.85,Low,False
Malik Adrian Hebert,MAH0864,0.15471799354776866,10.17,Low,False
Quentin Nolan Fitzpatrick,QNF0205,0.19017634963535163,1.08,Low,False
Keane Kennan Watts,KKW0879,-0.0024008741304951675,50.46,High,True
Thaddeus Emery Martin,TEM0093,0.16048859682905992,8.69,Low,False
Reuben Victor Freeman,RVF0201,0.1316256900640025,16.09,Low,False
Tobias Martin Ashley,TMA0069,0.17875331063904043,4.01,Low,False
Vernon Finn Mcgee,VFM0814,0.12387626256473089,18.08,Low,False
Salvador Byron Norton,SBN0866,0.027496003659919888,42.79,Medium,False
Zenaida Justine England,ZJE0857,0.1449209978433424,12.68,Low,False
Hasad Paki Mcfadden,HPM0986,0.16818240113318572,6.72,Low,False
Cody Jonathan Potter,CJP0952,0.15240730125831287,10.76,Low,False
Dante Raja Roberts,DRR0162,0.1214872871459573,18.69,Low,False
Evelyn Sarah Reilly,ESR0693,0.12042715176518409,18.96,Low,False
Colt Walter Reynolds,CWR0502,0.08128987844400654,29.0,Medium,False
Summer Leilani Boyer,SLB0049,0.08920662422941322,26.97,Medium,False
Ira Dustin Oneill,IDO0176,0.15527900810442907,10.03,Low,False
Alfonso Gage Blankenship,AGB0186,0.15332808604513848,10.53,Low,False
Roary Jane Barrett,RJB0088,0.16706204972670974,7.0,Low,False
Oren Curran Brady,OCB0805,0.172627782846427,5.58,Low,False
Elton Tyler Richard,ETR0428,0.14428977664660592,12.84,Low,False
Ivana Kaitlin Parsons,IKP0472,0.07008471552883416,31.87,Medium,False
Leo Hasad Byrd,LHB0967,0.15493829334316095,10.11,Low,False
Chester Caldwell Mendoza,CCM0467,0.16939037139626684,6.41,Low,False
Gage Kaden Odonnell,GKO0078,0.03967763115134748,39.67,Medium,False
Garrett Nicholas Solomon,GNS0178,0.08464058931892299,28.14,Medium,False
Sybill Sage Shaw,SSS0345,0.1657433632136044,7.34,Low,False
Lane Oleg Mclaughlin,LOM0086,0.09950917947295401,24.33,Low,False
Simone Scarlet Rose,SSR0278,0.14552239514176535,12.53,Low,False
Adena Lisandra Hardin,ALH0402,0.17470809225769868,5.04,Low,False
Anastasia Kylan Kaufman,AKK0329,0.14766495741506724,11.98,Low,False
Eugenia Whilemina Harrington,EWH0191,0.13128776893471006,16.18,Low,False
Todd Vance Spears,TVS0050,0.07567167742222514,30.44,Medium,False
Troy Uriah Conway,TUC0632,0.16309790018386683,8.02,Low,False
Sonia Karly Goodwin,SKG0759,0.16479244344151117,7.59,Low,False
Isabella Marah Graham,IMG0320,0.13358565623361118,15.59,Low,False
Blair Bruno Grimes,BBG0325,0.07883124458802876,29.63,Medium,False
Chanda Tamekah William,CTW0500,0.13077957222417275,16.31,Low,False
Sonya Beatrice Nichols,SBN0495,0.1335914544517458,15.59,Low,False
Emerald Lysandra Hodges,ELH0960,0.16272952130808094,8.12,Low,False
Brynn Madeline Sherman,BMS0877,0.11859815251973677,19.43,Low,False
Thomas Shad Guthrie,TSG0906,0.16161803366072403,8.4,Low,False
Rebecca Kelsie Daugherty,RKD0604,0.11373241145505991,20.68,Low,False
Jakeem Magee Knight,JMK0099,0.12097495009059844,18.82,Low,False
Macon Kyle Pope,MKP0861,0.13132470085318004,16.17,Low,False
Honorato Ivan Wall,HIW0536,0.14505723104171153,12.65,Low,False
